iter	Logloss
181	0.3735949656
182	0.3734313482
183	0.3732848336
184	0.3731318984
185	0.3730221568
186	0.3728859829
187	0.3727715338
188	0.3726305263
189	0.3725775419
190	0.3724737074
191	0.3723252683
192	0.3722623597
193	0.3721264644
194	0.3720015953
195	0.3718562701
196	0.3717750568
197	0.3716266051
198	0.3715567751
199	0.3714254622
200	0.3713031316
201	0.3712132838
202	0.3711590864
203	0.3710619756
204	0.3710408352
205	0.3709547325
206	0.3709134532
207	0.3708345107
208	0.3707242274
209	0.3706491644
210	0.3706019994
211	0.3705536296
212	0.3704303286
213	0.3703051466
214	0.3702734015
215	0.3702409685
216	0.3701773834
217	0.370017773
218	0.3699254511
219	0.369842031
220	0.3697446611
221	0.3697027563
222	0.3696418853
223	0.369552334
224	0.3694911443
225	0.3694769639
226	0.3693850338
227	0.3693333205
228	0.3692277761
229	0.3691622965
230	0.3690714453
231	0.3690107762
232	0.3689208225
233	0.3688033301
234	0.3687078371
235	0.3686253962
236	0.3685115323
237	0.3683759642
238	0.3683201825
239	0.3681662333
240	0.3680959629
241	0.3680107368
242	0.3679266129
243	0.3679117556
244	0.3679036896
245	0.3677656977
246	0.3677234956
247	0.3677125275
248	0.3676451928
249	0.3675766024
250	0.3675094534
251	0.3673979141
252	0.367290666
253	0.3672044584
254	0.367187802
255	0.3670542267
256	0.367004695
257	0.3669484426
258	0.366914537
259	0.3668802475
260	0.366753347
261	0.366661445
262	0.3665731078
263	0.366484511
264	0.3663637459
265	0.3663634879
266	0.3663021021
267	0.3662103686
268	0.3661633249
269	0.3660939473
270	0.3660549938
271	0.3660066148
272	0.3659589712
273	0.3659004564
274	0.3658384606
275	0.3658287887
276	0.3657679462
277	0.3657145884
278	0.3656404032
279	0.3655265065
280	0.3654993522
281	0.3654450725
282	0.3653299181
283	0.3652475646
284	0.365198024
285	0.3650999807
286	0.365034052
287	0.3650050065
288	0.3649281456
289	0.3648661297
290	0.3648541695
291	0.3647462287
292	0.3646164412
293	0.3645560351
294	0.3645200949
295	0.3644550873
296	0.3644525178
297	0.3643682876
298	0.3642838077
299	0.3641619778
300	0.3641056339
301	0.3640168322
302	0.3639695154
303	0.3638905404
304	0.3638563126
305	0.3637862606
306	0.3636351895
307	0.3635833461
308	0.3634756896
309	0.3634107687
310	0.3633822268
311	0.3633173669
312	0.3632170977
313	0.3631133867
314	0.3631049203
315	0.3630061737
316	0.3629797489
317	0.362892517
318	0.3628069241
319	0.362726017
320	0.362636417
321	0.3625539988
322	0.3624906834
323	0.3624006628
324	0.3622920981
325	0.3621666899
326	0.3620678798
327	0.3619912902
328	0.3619790862
329	0.3619495494
330	0.361889032
331	0.3618533986
332	0.3618283154
333	0.3618005499
334	0.3617530564
335	0.3617251626
336	0.3616610391
337	0.3615935415
338	0.3615366044
339	0.361450375
340	0.3613926288
341	0.3613585728
342	0.3612996868
343	0.3612953343
344	0.3612059426
345	0.361141716
346	0.3611234967
347	0.3610490437
348	0.3610167238
349	0.3609459994
350	0.3608802902
351	0.3608271512
352	0.360788439
353	0.36073295
354	0.3607030608
355	0.3606384791
356	0.3605107428
357	0.3604523211
358	0.3604252381
359	0.3604233627
360	0.3604050816
361	0.3603174654
362	0.3602551058
363	0.3601303404
364	0.3601036785
365	0.3599805229
366	0.3599250151
367	0.3598549949
368	0.3598203001
369	0.3597687063
370	0.3596729303
371	0.3596182615
372	0.3595768809
373	0.359571108
374	0.3594833015
375	0.3594499084
376	0.359437596
377	0.3594324629
378	0.3594060805
379	0.3593370147
380	0.3593211419
381	0.359245659
382	0.3591422703
383	0.3591334379
384	0.359126653
385	0.359090314
386	0.3590881087
387	0.3590320712
388	0.3589268408
389	0.3588487324
390	0.3587824579
391	0.3586754222
392	0.3586090409
393	0.3585987376
394	0.3585314077
395	0.358442045
396	0.3583520051
397	0.3582616146
398	0.3581932777
399	0.3581064674
400	0.3580095569
401	0.3578917694
402	0.3578312939
403	0.3578032997
404	0.3577242827
405	0.357646057
406	0.3575928998
407	0.3575143531
408	0.3575143943
409	0.3574136254
410	0.35740751
411	0.3573259058
412	0.3572754981
413	0.3572021133
414	0.3571701002
415	0.3570461163
416	0.3570029173
417	0.3569671571
418	0.3569198236
419	0.3568988682
420	0.3568756182
421	0.3567675314
422	0.3567452508
423	0.3566459942
424	0.3565629334
425	0.3564340224
426	0.3563703487
427	0.3562880459
428	0.3562395457
429	0.3561892662
430	0.3561617186
431	0.3560314708
432	0.3560135078
433	0.3558790714
434	0.3557986273
435	0.3557492422
436	0.355708984
437	0.3556318355
438	0.3555444738
439	0.3554650766
440	0.3554135589
441	0.355295556
442	0.3552128096
443	0.3551533061
444	0.3550925065
445	0.3550340273
446	0.3550064059
447	0.3549122094
448	0.3548245733
449	0.3547932505
450	0.3547096231
451	0.3546808174
452	0.3546337977
453	0.3545770487
454	0.354453143
455	0.354385654
456	0.3543716084
457	0.3543287595
458	0.3542245606
459	0.3541491264
460	0.3540889545
461	0.3539919131
462	0.3538928354
463	0.3538292587
464	0.3537828945
465	0.3537298369
466	0.3536504753
467	0.3536311479
468	0.3534913258
469	0.3534439712
470	0.353351731
471	0.3533304583
472	0.3532646689
473	0.3531859625
474	0.3530737369
475	0.3530192441
476	0.3529639015
477	0.3528309973
478	0.3527674843
479	0.352695482
480	0.3526035602
481	0.3525199488
482	0.3524244704
483	0.3523354121
484	0.3522791469
485	0.3522011345
486	0.3521434297
487	0.352109469
488	0.3520587752
489	0.3519955887
490	0.3519705063
491	0.3518906171
492	0.3518168035
493	0.3517657831
494	0.3516457397
495	0.3515123177
496	0.351336357
497	0.351255481
498	0.3511930579
499	0.3511188449
500	0.3510658833
501	0.3510000132
502	0.3508869204
503	0.3507550323
504	0.3506381515
505	0.3505524456
506	0.3504360094
507	0.3503481725
508	0.3502598384
509	0.3501912939
510	0.350137252
511	0.35007111
512	0.3500171052
513	0.3499428866
514	0.3497843563
515	0.3496768565
516	0.3495846119
517	0.3495039044
518	0.3493751563
519	0.349269056
520	0.3492086063
521	0.349122329
522	0.3490569128
523	0.3489714703
524	0.3489033013
525	0.3488344224
526	0.3487575019
527	0.3486896858
528	0.3485449116
529	0.3484699187
530	0.3483370514
531	0.3482408481
532	0.3481804911
533	0.3481586659
534	0.3480985332
535	0.3480432849
536	0.3479833828
537	0.3479405553
538	0.3478397232
539	0.3477259257
540	0.3476417161
541	0.3475645867
542	0.3474852079
543	0.3473724284
544	0.3472935454
545	0.3472246897
546	0.3471599075
547	0.3471032629
548	0.3470336208
549	0.3469426008
550	0.3468369711
551	0.3467899276
552	0.3466953425
553	0.3466141207
554	0.3465414025
555	0.3464764903
556	0.346436452
557	0.3463633565
558	0.3462801657
559	0.3461709995
560	0.3460596711
561	0.3459987755
562	0.3459196872
563	0.3458418655
564	0.3457424833
565	0.3456300047
566	0.3455503903
567	0.3454320878
568	0.3453461428
569	0.3452481592
570	0.3452016013
571	0.3451313725
572	0.3450210866
573	0.344930677
574	0.3448643988
575	0.3448070218
576	0.3447058767
577	0.3446389575
578	0.3445758238
579	0.3444864335
580	0.3443894266
581	0.3443296703
582	0.3442607905
583	0.344207349
584	0.3441448711
585	0.3440562466
586	0.3439363742
587	0.3438764563
588	0.3438030284
589	0.3437391134
590	0.3436708233
591	0.3436047863
592	0.3435045671
593	0.3434081252
594	0.3432593567
595	0.3431321527
596	0.343072956
597	0.3429957981
598	0.3428845484
599	0.3428084236
600	0.3427245617
601	0.3426387515
602	0.3425926917
603	0.342521958
604	0.3424516594
605	0.3423656739
606	0.342283881
607	0.3422061015
608	0.342146702
609	0.3420534247
610	0.3419878443
611	0.3419276526
612	0.3418583954
613	0.3417983259
614	0.341692226
615	0.3416122933
616	0.3415438213
617	0.3414376014
618	0.3413731046
619	0.3412588554
620	0.3412082193
621	0.341133455
622	0.3410702271
623	0.3410054615
624	0.3409554163
625	0.3408692991
626	0.3408152392
627	0.3407631048
628	0.3406858205
629	0.3406193043
630	0.3405355214
631	0.3404371371
632	0.3403217583
633	0.3403004459
634	0.3402329496
635	0.340144301
636	0.3400727198
637	0.3400048185
638	0.3399371048
639	0.3398701091
640	0.3398055671
641	0.3397627048
642	0.3397266047
643	0.3396582111
644	0.3395769357
645	0.3394750678
646	0.3393348885
647	0.3392034687
648	0.339133091
649	0.3390218475
650	0.3389627242
651	0.3388973208
652	0.3388504087
653	0.3387920042
654	0.3387467098
655	0.3386801162
656	0.3385647239
657	0.3385097598
658	0.3384507533
659	0.3384090184
660	0.338356111
661	0.3382979921
662	0.3382360627
663	0.3381663793
664	0.3380682663
665	0.3379932715
666	0.337891041
667	0.3378315972
668	0.3377626925
669	0.3377019939
670	0.3376550849
671	0.3376119869
672	0.3375154766
673	0.3374491025
674	0.3373361404
675	0.3373148889
676	0.3372671413
677	0.3371756578
678	0.3370595004
679	0.3370107332
680	0.336968322
681	0.3368697109
682	0.3367630709
683	0.3367208436
684	0.3366005017
685	0.336570502
686	0.3365020248
687	0.3363743153
688	0.3363143432
689	0.336260293
690	0.336202631
691	0.3361508798
692	0.3360836844
693	0.3360042406
694	0.33592591
695	0.3358091816
696	0.3357582703
697	0.3357082921
698	0.3356451779
699	0.3355602057
700	0.335479531
701	0.3353997594
702	0.3353434155
703	0.3352259664
704	0.3351591017
705	0.3350687534
706	0.3350134153
707	0.3349565448
708	0.3348849959
709	0.3348351884
710	0.3347767481
711	0.3346756314
712	0.3346282192
713	0.3346040662
714	0.3344900221
715	0.3343909943
716	0.3343197789
717	0.3342769271
718	0.3342188199
719	0.3341669457
720	0.3341616495
721	0.3340841833
722	0.3340782728
723	0.3340097061
724	0.333951153
725	0.3339105186
726	0.3338128702
727	0.3337596133
728	0.333711532
729	0.3336177921
730	0.3335736588
731	0.3335074165
732	0.3334598245
733	0.3334047102
734	0.3333429101
735	0.333304108
736	0.3332582035
737	0.3332204337
738	0.3331566815
739	0.3331093283
740	0.3330540406
741	0.3330041588
742	0.3329110353
743	0.3328567388
744	0.3328121807
745	0.3327642087
746	0.3327156219
747	0.3326426924
748	0.3325631719
749	0.3324942343
750	0.332462663
751	0.3323849735
752	0.332353078
753	0.3322898491
754	0.3322193863
755	0.3321609622
756	0.3321093096
757	0.3320625503
758	0.3319948832
759	0.3319424165
760	0.3318786077
761	0.3318279043
762	0.3317707073
763	0.3317228931
764	0.3316971289
765	0.3316602973
766	0.331628282
767	0.3315574811
768	0.331441327
769	0.3313944188
770	0.3313416958
771	0.3312030995
772	0.3311034649
773	0.3310691289
774	0.331058825
775	0.3309943877
776	0.3309039175
777	0.3308164103
778	0.3307361204
779	0.3306782876
780	0.3305938829
781	0.3305164646
782	0.3304504697
783	0.3303668761
784	0.3303314335
785	0.3303091768
786	0.3302637218
787	0.3302227961
788	0.3301646349
789	0.3301561045
790	0.3301103036
791	0.330068364
792	0.3300185599
793	0.3299777946
794	0.3299353234
795	0.3298931971
796	0.3298425502
797	0.3298151524
798	0.3297422631
799	0.3296885763
800	0.3296445547
801	0.3295773989
802	0.3295434145
803	0.3294982798
804	0.3294496745
805	0.3293855564
806	0.3293561676
807	0.3293031439
808	0.329269284
809	0.3292041606
810	0.329144831
811	0.3290985507
812	0.3290552757
813	0.3289861917
814	0.3289534962
815	0.3288995716
816	0.3287844059
817	0.3287210412
818	0.3286420667
819	0.3286047914
820	0.3285533191
821	0.3284954985
822	0.3283990316
823	0.3283641398
824	0.3283231254
825	0.3282669894
826	0.3281662982
827	0.3281344116
828	0.3281187181
829	0.3280836011
830	0.3280553881
831	0.3280141386
832	0.3279792178
833	0.3278683232
834	0.3278282606
835	0.3277807943
836	0.3277690768
837	0.3276873064
838	0.3276372701
839	0.327613896
840	0.3275365924
841	0.327534528
842	0.3274805414
843	0.3274032727
844	0.3273290431
845	0.3273134723
846	0.3272187103
847	0.3271796362
848	0.327075753
849	0.3270397797
850	0.3269648009
851	0.3269272162
852	0.3268765806
853	0.3268110519
854	0.326752425
855	0.3267098154
856	0.3266882236
857	0.3266796077
858	0.3266490775
859	0.3265664195
860	0.3265137544
861	0.3264816992
862	0.3264519443
863	0.3263902941
864	0.3263144645
865	0.3262767712
866	0.3262205361
867	0.3261430509
868	0.3260951189
869	0.3260516708
870	0.3260253151
871	0.3259796122
872	0.3259213193
873	0.325887519
874	0.3258268668
875	0.3257369012
876	0.3257052218
877	0.325597118
878	0.3255414537
879	0.3255194275
880	0.3254866288
881	0.32546796
882	0.3253991095
883	0.3253238485
884	0.3252487854
885	0.325209912
886	0.3251050292
887	0.3250466145
888	0.3249651973
889	0.3249060056
890	0.324870074
891	0.324781215
892	0.3246951959
893	0.3246531538
894	0.3246052167
895	0.3245418049
896	0.3245311221
897	0.3244690768
898	0.3243733903
899	0.3242974793
900	0.324241591
901	0.3242060379
902	0.3241341404
903	0.3240961654
904	0.3240521556
905	0.3239637909
906	0.3239143571
907	0.3238159555
908	0.3237436382
909	0.3236983615
910	0.3236560167
911	0.3236095352
912	0.3235522467
913	0.3235043228
914	0.3234621219
915	0.3234152046
916	0.3233395725
917	0.3233227874
918	0.3232935813
919	0.323216318
920	0.3231360587
921	0.3230783329
922	0.323069942
923	0.3230419003
924	0.3230224282
925	0.3229551731
926	0.3228956361
927	0.3228182117
928	0.3227547408
929	0.3227230672
930	0.3226725514
931	0.3226148069
932	0.3225369726
933	0.3224963498
934	0.3224350588
935	0.3223836968
936	0.3223031464
937	0.3222490424
938	0.322175457
939	0.3221480276
940	0.3221030698
941	0.3220420243
942	0.3219684084
943	0.3219160896
944	0.3218461236
945	0.3217939268
946	0.3217869544
947	0.3217263781
948	0.3216664991
949	0.3216262943
950	0.3215251303
951	0.3214937875
952	0.3214550048
953	0.3214062396
954	0.3213763067
955	0.3213166611
956	0.3212649366
957	0.321200299
958	0.3211684312
959	0.3211448723
960	0.3210635985
961	0.3210211943
962	0.3209865844
963	0.3209273237
964	0.320870203
965	0.3207900656
966	0.3207313336
967	0.3207047665
968	0.3206466731
969	0.3206008342
970	0.3205469916
971	0.3204903577
972	0.3204384632
973	0.32039326
974	0.3203309707
975	0.3202650302
976	0.3202143925
977	0.3201709529
978	0.3201226371
979	0.3200831755
980	0.3200295385
981	0.3199906458
982	0.3199416119
983	0.3198961508
984	0.3198400372
985	0.3198014801
986	0.3197636836
987	0.3197197377
988	0.3196733096
989	0.3196169219
990	0.3195351671
991	0.3195079274
992	0.3194638399
993	0.3193743883
994	0.31933778
995	0.3192969842
996	0.3192449946
997	0.3192332897
998	0.3191765612
999	0.319093359
